disease_cui,rid_caller_caller,rid_caller_caller,snomed_code_caller,Terms_caller,rid_caller,Number of diseases,rid_caller,snomed_code,Terms,rid,Number of symptoms
C0700438,2297,156.0,25064002.0,Headache (finding),4.0,59.0,331,193028008,Sick headache,522,1
C0701163,252,219.0,15160007.0,Virilization (finding),68.0,5.0,1642,267395000,Adrenogenital disorder,1298,1
C0702100,1697,613.0,31825002.0,Abnormal granulation tissue,146.0,3.0,354,14800001,Dermatitis vegetans,485,1
C0702143,1111,565.0,4275001.0,Spasm of conjugate gaze,129.0,3.0,1390,1534008,Palsy of conjugate gaze,1216,1
C0729254,1698,,,,,,444,313328009,Accommodative fatigue,1573,1
C0729261,516,135.0,300855001.0,Mass of digestive structure,11.0,22.0,818,313325007,Cap polyp,409,1
C0729735,517,303.0,300861003.0,Mass of musculoskeletal structure,29.0,10.0,679,312382002,Cyst of tendon sheath,1319,1
C0729771,1985,521.0,162397003.0,Pain in throat,82.0,4.0,1627,312422001,Infective pharyngitis (disorder),503,1
C0729771,1985,642.0,267102003.0,Sore throat symptom,82.0,4.0,1627,312422001,Infective pharyngitis (disorder),503,1
C0729793,518,,,,,,112,312446008,Female coital disorder,1018,1
C0730120,519,250.0,300849006.0,Mass of eye structure,41.0,7.0,420,312770008,Cyst of iris and/or ciliary body,1019,1
C0730120,519,786.0,45177002.0,Swelling of structure of eye,41.0,7.0,420,312770008,Cyst of iris and/or ciliary body,1019,1
C0740441,253,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1676,409966000,Acute diarrhea,1148,1
C0740441,253,489.0,398032003.0,Loose stool,5.0,39.0,1676,409966000,Acute diarrhea,1148,1
C0741026,1699,429.0,194828000.0,Angina,9.0,23.0,276,371807002,Atypical angina,78,3
C0741026,1699,647.0,225566008.0,Ischemic chest pain,9.0,23.0,276,371807002,Atypical angina,78,3
C0741026,254,411.0,22253000.0,Pain (finding),2.0,136.0,276,371807002,Atypical angina,78,3
C0741026,520,174.0,195541002.0,[X]Other forms of angina pectoris,15.0,14.0,276,371807002,Atypical angina,78,3
C0741032,1986,429.0,194828000.0,Angina,9.0,23.0,189,315025001,Refractory angina,93,3
C0741032,1986,647.0,225566008.0,Ischemic chest pain,9.0,23.0,189,315025001,Refractory angina,93,3
C0741032,812,411.0,22253000.0,Pain (finding),2.0,136.0,189,315025001,Refractory angina,93,3
C0741032,1700,174.0,195541002.0,[X]Other forms of angina pectoris,15.0,14.0,189,315025001,Refractory angina,93,3
C0743332,813,774.0,59026006.0,Blepharospasm (disorder),49.0,7.0,1705,445006008,Focal dystonia,206,2
C0743332,521,597.0,29003001.0,Spastic dysphonia,87.0,4.0,1705,445006008,Focal dystonia,206,2
C0743381,255,561.0,91175000.0,Seizure,1.0,169.0,1318,426634003,Eclamptic seizure,318,2
C0743381,1112,,,,,,1318,426634003,Eclamptic seizure,318,2
C0744644,2298,156.0,25064002.0,Headache (finding),4.0,59.0,570,445322004,Migraine variant with headache,978,1
C0745890,814,411.0,22253000.0,Pain (finding),2.0,136.0,1275,408662006,Reflex sympathetic dystrophy of lower extremity,1335,1
C0748355,1412,655.0,271825005.0,Respiratory distress (finding),160.0,3.0,1478,373895009,Acute respiratory distress,1548,1
C0750949,1113,353.0,22913005.0,Dorsalgia,115.0,3.0,1270,398997008,Vertebrogenic pain syndrome,278,2
C0750949,256,433.0,156651006.0,(Backache NOS) or (back pain [& low]),263.0,2.0,1270,398997008,Vertebrogenic pain syndrome,278,2
C0750992,1701,,,,,,630,441833000,Lethal catatonia,1407,1
C0751019,257,43.0,88032003.0,Amaurosis fugax,79.0,4.0,796,230716006,Carotid territory transient ischemic attack,398,1
C0751120,522,561.0,91175000.0,Seizure,1.0,169.0,919,192990004,Benign myoclonic epilepsy in infancy,550,1
C0751122,2299,561.0,91175000.0,Seizure,1.0,169.0,27,230437002,Severe myoclonic epilepsy in infancy,979,1
C0751185,1413,156.0,25064002.0,Headache (finding),4.0,59.0,223,95658004,Cough headache syndrome,761,1
C0751226,2300,251.0,77692006.0,Hypersomnia (disorder),40.0,7.0,673,426451004,Recurrent hypersomnia,523,1
C0751362,1987,251.0,77692006.0,Hypersomnia (disorder),40.0,7.0,1104,193042000,Cataplexy and narcolepsy,1106,1
C0751383,1114,241.0,127324008.0,Myoclonic disorder,7.0,29.0,1503,61663001,Juvenile neuronal ceroid lipofuscinosis,1217,1
C0751406,1115,411.0,22253000.0,Pain (finding),2.0,136.0,1560,15743005,Posttraumatic osteoporosis,897,1
C0751510,1414,351.0,271823003.0,Tachypnea (finding),330.0,2.0,715,430390000,Sleep-related neurogenic tachypnea,1235,1
C0751523,815,561.0,91175000.0,Seizure,1.0,169.0,369,442512002,Nonconvulsive status epilepticus,1187,1
C0751524,1116,561.0,91175000.0,Seizure,1.0,169.0,619,423086004,Simple partial status epilepticus,260,2
C0751524,816,623.0,29753000.0,Partial seizure,10.0,22.0,619,423086004,Simple partial status epilepticus,260,2
C0751642,1415,561.0,91175000.0,Seizure,1.0,169.0,50,230397004,Anterior frontopolar epilepsy,1549,1
C0751643,523,561.0,91175000.0,Seizure,1.0,169.0,914,230398009,Orbitofrontal epilepsy,1493,1
C0751774,258,5.0,267078001.0,Involuntary movement,64.0,5.0,30,418763003,Periodic limb movement disorder,537,1
C0751774,258,643.0,162227008.0,Involuntary movement symptom,64.0,5.0,30,418763003,Periodic limb movement disorder,537,1
C0751778,1416,241.0,127324008.0,Myoclonic disorder,7.0,29.0,856,267581004,Progressive myoclonic epilepsy,279,2
C0751778,259,561.0,91175000.0,Seizure,1.0,169.0,856,267581004,Progressive myoclonic epilepsy,279,2
C0751783,2301,241.0,127324008.0,Myoclonic disorder,7.0,29.0,1754,230425004,Lafora disease,261,2
C0751783,817,561.0,91175000.0,Seizure,1.0,169.0,1754,230425004,Lafora disease,261,2
C0751785,1988,241.0,127324008.0,Myoclonic disorder,7.0,29.0,523,230423006,Unverricht-Lundborg syndrome,340,2
C0751785,1702,561.0,91175000.0,Seizure,1.0,169.0,523,230423006,Unverricht-Lundborg syndrome,340,2
C0751931,1989,189.0,35496009.0,Femoral neuralgia,143.0,3.0,248,25690000,Femoral neuropathy,636,1
C0751946,260,241.0,127324008.0,Myoclonic disorder,7.0,29.0,575,413638006,Benign neonatal sleep myoclonus,1002,1
C0752196,1703,5.0,267078001.0,Involuntary movement,64.0,5.0,1465,426592006,Ballism,1095,1
C0752196,1703,643.0,162227008.0,Involuntary movement symptom,64.0,5.0,1465,426592006,Ballism,1095,1
C0752289,1704,136.0,53888004.0,Disturbance in sleep behavior,88.0,4.0,730,429276004,Environmental sleep disorder,1096,1
C0851578,2302,136.0,53888004.0,Disturbance in sleep behavior,88.0,4.0,362,39898005,Sleep disorder,37,4
C0851578,818,628.0,192005001.0,Other sleep stage or arousal dysfunction,475.0,1.0,362,39898005,Sleep disorder,37,4
C0851578,1117,591.0,441877007.0,Sleep dysfunction with sleep stage disturbance,479.0,1.0,362,39898005,Sleep disorder,37,4
C0851578,524,563.0,442176004.0,Sleep dysfunction with arousal disturbance,664.0,1.0,362,39898005,Sleep disorder,37,4
C0852271,1118,541.0,48000002.0,Vomiting in newborn,318.0,2.0,1491,363219007,Neonatal gastrointestinal disorder,746,1
C0863106,1990,561.0,91175000.0,Seizure,1.0,169.0,190,444229001,Afebrile seizure,344,2
C0863106,261,,,,,,190,444229001,Afebrile seizure,344,2
C0870082,1119,520.0,10165000.0,Subungual hyperkeratosis,121.0,3.0,16,396228006,Hyperkeratosis (disorder),1363,1
C0870082,1119,520.0,10165000.0,Subungual hyperkeratosis,121.0,3.0,1098,26996000,Hyperkeratosis (morphologic abnormality),1363,1
C0877440,525,618.0,444827008.0,Erythema of skin,3.0,89.0,160,412740002,Periorbital erythema,702,1
C0877440,525,830.0,86735004.0,Erythematous condition,3.0,89.0,160,412740002,Periorbital erythema,702,1
C0948268,1991,,,,,,63,422773005,Hemodynamic instability,1107,1
C0948349,1417,339.0,82297005.0,Congestion of nasal sinus,85.0,4.0,527,418092006,Respiratory tract congestion,762,1
C1096063,1418,561.0,91175000.0,Seizure,1.0,169.0,22,445355009,Refractory epilepsy,1236,1
C1112639,1120,252.0,300850006.0,Mass of ear structure,33.0,8.0,1065,403428002,Pseudocyst of ear,587,1
C1141936,1419,671.0,119419001.0,Cyanosis of skin,52.0,6.0,1235,129576003,Purple glove syndrome,463,1
C1253936,263,296.0,271771009.0,Joint swelling,410.0,1.0,1070,387637008,Effusion of joint,112,3
C1253936,1992,605.0,156579009.0,Joint effusion of other specified site,637.0,1.0,1070,387637008,Effusion of joint,112,3
C1253936,262,743.0,387638003.0,Painful swelling of joint,281.0,2.0,1070,387637008,Effusion of joint,112,3
C1263748,1121,587.0,103626005.0,Diffuse inflammation,27.0,11.0,1357,123755001,Diffuse pyelonephritis,1061,1
C1265579,1420,618.0,444827008.0,Erythema of skin,3.0,89.0,1504,125118008,Exfoliative erythema,1237,1
C1265579,1420,830.0,86735004.0,Erythematous condition,3.0,89.0,1504,125118008,Exfoliative erythema,1237,1
C1268586,264,430.0,247398009.0,Neuropathic pain,13.0,16.0,445,129612002,Anterior ethmoidal nerve syndrome,157,2
C1268586,2303,411.0,22253000.0,Pain (finding),2.0,136.0,445,129612002,Anterior ethmoidal nerve syndrome,157,2
C1269791,1421,96.0,49563000.0,Periorbital edema,122.0,3.0,1291,371409005,Disorder of eye region,9,11
C1269791,526,565.0,4275001.0,Spasm of conjugate gaze,129.0,3.0,1291,371409005,Disorder of eye region,9,11
C1269791,819,454.0,246759006.0,Irregular nystagmus,232.0,2.0,1291,371409005,Disorder of eye region,9,11
C1269791,265,572.0,246762009.0,Gaze paretic nystagmus,266.0,2.0,1291,371409005,Disorder of eye region,9,11
C1269791,1993,502.0,246764005.0,Postural nystagmus,322.0,2.0,1291,371409005,Disorder of eye region,9,11
C1269791,1994,256.0,278465006.0,Spontaneous nystagmus,224.0,2.0,1291,371409005,Disorder of eye region,9,11
C1269791,1422,225.0,278466007.0,Body positional nystagmus,255.0,2.0,1291,371409005,Disorder of eye region,9,11
C1269791,527,257.0,95789005.0,Nystagmus produced by neck rotation,174.0,3.0,1291,371409005,Disorder of eye region,9,11
C1269791,266,667.0,95791002.0,Nystagmus enhanced when fixation removed,169.0,3.0,1291,371409005,Disorder of eye region,9,11
C1269791,528,535.0,307698002.0,Nystagmus signs,209.0,2.0,1291,371409005,Disorder of eye region,9,11
C1269791,1995,495.0,404677006.0,Elliptical nystagmus,155.0,3.0,1291,371409005,Disorder of eye region,9,11
C1270923,1996,133.0,155145007.0,(Visual disturbances NOS) or (amblyopia) or (blurred vision),242.0,2.0,187,387743001,Functional amblyopia,1599,1
C1271073,820,652.0,78455002.0,Subjective visual disturbance,45.0,7.0,105,395219004,Visual perceptual weakness,358,2
C1271073,1997,622.0,131182003.0,Visual alteration,30.0,9.0,105,395219004,Visual perceptual weakness,358,2
C1272174,529,622.0,131182003.0,Visual alteration,30.0,9.0,1256,390843008,Scotopic sensitivity,1494,1
C1274149,1122,252.0,300850006.0,Mass of ear structure,33.0,8.0,1549,402699002,Chondrodermatitis nodularis (disorder),1364,1
C1274284,821,360.0,398979000.0,Pale complexion,34.0,8.0,106,402845005,Physiological cutis marmorata,568,1
C1274285,1998,360.0,398979000.0,Pale complexion,34.0,8.0,1209,402846006,Neonatal cutis marmorata,1108,1
C1274293,1123,232.0,402656007.0,Urticarial vasculitis (disorder),47.0,7.0,611,402855009,Normocomplementemic urticarial vasculitis,446,1
C1274299,530,499.0,207023003.0,[D]Widespread diabetic foot gangrene,665.0,1.0,343,402864004,Diabetic wet gangrene of the foot,858,1
C1274332,822,141.0,300854002.0,Mass of oral cavity,42.0,7.0,1616,402906004,Viral wart on lip,1336,1
C1274380,1999,618.0,444827008.0,Erythema of skin,3.0,89.0,1168,402969008,Erythema nodosum due to streptococcal infection,1600,1
C1274380,1999,830.0,86735004.0,Erythematous condition,3.0,89.0,1168,402969008,Erythema nodosum due to streptococcal infection,1600,1
C1274381,531,618.0,444827008.0,Erythema of skin,3.0,89.0,235,402970009,Erythema nodosum due to Yersinia enterocolitica,1166,1
C1274381,531,830.0,86735004.0,Erythematous condition,3.0,89.0,235,402970009,Erythema nodosum due to Yersinia enterocolitica,1166,1
C1274382,2304,618.0,444827008.0,Erythema of skin,3.0,89.0,219,402971008,Erythema multiforme due to mycoplasma infection,1621,1
C1274382,2304,830.0,86735004.0,Erythematous condition,3.0,89.0,219,402971008,Erythema multiforme due to mycoplasma infection,1621,1
C1274605,2000,618.0,444827008.0,Erythema of skin,3.0,89.0,1408,403209006,Familial actinic prurigo,810,1
C1274605,2000,830.0,86735004.0,Erythematous condition,3.0,89.0,1408,403209006,Familial actinic prurigo,810,1
C1274606,1124,618.0,444827008.0,Erythema of skin,3.0,89.0,882,403210001,Familial actinic prurigo of lip,1218,1
C1274606,1124,830.0,86735004.0,Erythematous condition,3.0,89.0,882,403210001,Familial actinic prurigo of lip,1218,1
C1274607,2001,618.0,444827008.0,Erythema of skin,3.0,89.0,756,403211002,Papular form erythema multiforme,1269,1
C1274607,2001,830.0,86735004.0,Erythematous condition,3.0,89.0,756,403211002,Papular form erythema multiforme,1269,1
C1274608,2305,618.0,444827008.0,Erythema of skin,3.0,89.0,910,403212009,Vesicobullous form erythema multiforme,1453,1
C1274608,2305,830.0,86735004.0,Erythematous condition,3.0,89.0,910,403212009,Vesicobullous form erythema multiforme,1453,1
C1274609,1125,618.0,444827008.0,Erythema of skin,3.0,89.0,824,403213004,Erythema multiforme due to malignancy,588,1
C1274609,1125,830.0,86735004.0,Erythematous condition,3.0,89.0,824,403213004,Erythema multiforme due to malignancy,588,1
C1274675,1126,751.0,367004.0,Clubbing (morphologic abnormality),233.0,2.0,686,403299004,Clubbing of nails associated with systemic disorder,194,2
C1274675,823,577.0,4373005.0,Clubbing of nail (disorder),95.0,4.0,686,403299004,Clubbing of nails associated with systemic disorder,194,2
C1274681,532,180.0,66270006.0,Koilonychia,74.0,5.0,645,403305002,Acquired koilonychia,703,1
C1274749,1423,805.0,271811009.0,Face goes red,164.0,3.0,1589,403389006,Postmenopausal flushing,1387,1
C1274751,824,553.0,134193000.0,Stellate pseudoscar,72.0,5.0,960,403393000,Stellate pseudoscar in senile purpura,1337,1
C1274820,825,190.0,300569009.0,Perineal lump (finding),60.0,6.0,1019,403473009,Penile sclerosing lipogranuloma,292,2
C1274820,2306,376.0,300858004.0,Mass of male genital structure,141.0,3.0,1019,403473009,Penile sclerosing lipogranuloma,292,2
C1274856,267,232.0,402656007.0,Urticarial vasculitis (disorder),47.0,7.0,1406,403510002,Lupus erythematosus-associated urticarial vasculitis,538,1
C1274903,268,350.0,279333002.0,Pruritus of skin,8.0,26.0,1037,403574001,Postmenopausal pruritus,158,2
C1274903,268,684.0,418363000.0,Itching of skin,8.0,26.0,1037,403574001,Postmenopausal pruritus,158,2
C1274903,268,685.0,424492005.0,Itch of skin,8.0,26.0,1037,403574001,Postmenopausal pruritus,158,2
C1274903,533,2.0,201023009.0,Other specified pruritic conditions (disorder),58.0,6.0,1037,403574001,Postmenopausal pruritus,158,2
C1274904,2002,350.0,279333002.0,Pruritus of skin,8.0,26.0,446,403575000,Pruritus due to systemic disorder,1601,1
C1274904,2002,684.0,418363000.0,Itching of skin,8.0,26.0,446,403575000,Pruritus due to systemic disorder,1601,1
C1274904,2002,685.0,424492005.0,Itch of skin,8.0,26.0,446,403575000,Pruritus due to systemic disorder,1601,1
C1274932,2003,22.0,238697009.0,Immune complex urticaria,44.0,7.0,1409,403608009,Serum sickness due to drug,811,1
C1274933,826,618.0,444827008.0,Erythema of skin,3.0,89.0,1440,403609001,Drug-induced Stevens-Johnson syndrome,880,1
C1274933,826,830.0,86735004.0,Erythematous condition,3.0,89.0,1440,403609001,Drug-induced Stevens-Johnson syndrome,880,1
C1274939,2004,618.0,444827008.0,Erythema of skin,3.0,89.0,1443,403617009,Drug-induced erythema,1109,1
C1274939,2004,830.0,86735004.0,Erythematous condition,3.0,89.0,1443,403617009,Drug-induced erythema,1109,1
C1274940,1424,805.0,271811009.0,Face goes red,164.0,3.0,900,403618004,Drug-induced flushing,921,1
C1274942,1425,618.0,444827008.0,Erythema of skin,3.0,89.0,1492,403620001,Erythroderma due to vancomycin,763,1
C1274942,1425,830.0,86735004.0,Erythematous condition,3.0,89.0,1492,403620001,Erythroderma due to vancomycin,763,1
C1274949,827,530.0,110990003.0,Drug pigmentation,50.0,7.0,1337,403627003,Non-melanin pigmentation due to drug,881,1
C1274960,1705,618.0,444827008.0,Erythema of skin,3.0,89.0,1287,403638003,Acral erythema due to cytotoxic therapy,486,1
C1274960,1705,830.0,86735004.0,Erythematous condition,3.0,89.0,1287,403638003,Acral erythema due to cytotoxic therapy,486,1
C1274972,1426,553.0,134193000.0,Stellate pseudoscar,72.0,5.0,1654,403650009,Stellate pseudoscars due to corticosteroids,464,1
C1274988,534,632.0,427897002.0,Rhinitis due to alpha-adrenergic blocking agent,316.0,2.0,102,403666006,Drug-induced mucositis,410,1
C1275040,2307,350.0,279333002.0,Pruritus of skin,8.0,26.0,1425,403720005,PUVA-induced pruritus,1454,1
C1275040,2307,684.0,418363000.0,Itching of skin,8.0,26.0,1425,403720005,PUVA-induced pruritus,1454,1
C1275040,2307,685.0,424492005.0,Itch of skin,8.0,26.0,1425,403720005,PUVA-induced pruritus,1454,1
C1275050,1706,411.0,22253000.0,Pain (finding),2.0,136.0,747,403735006,Eosinophilia-myalgia syndrome from tryptophan,617,1
C1275434,269,618.0,444827008.0,Erythema of skin,3.0,89.0,955,402300003,Erythroderma of unknown etiology,1149,1
C1275434,269,830.0,86735004.0,Erythematous condition,3.0,89.0,955,402300003,Erythroderma of unknown etiology,1149,1
C1275454,2005,599.0,102572006.0,Edema of lower extremity,809.0,1.0,694,403385000,Lymphedema of lower extremity,504,1
C1275455,828,629.0,198035003.0,Edema of penis,144.0,3.0,1062,403387008,Lymphedema of penis,428,1
C1275460,270,350.0,279333002.0,Pruritus of skin,8.0,26.0,615,403733004,Hemodialysis-associated pruritus,539,1
C1275460,270,684.0,418363000.0,Itching of skin,8.0,26.0,615,403733004,Hemodialysis-associated pruritus,539,1
C1275460,270,685.0,424492005.0,Itch of skin,8.0,26.0,615,403733004,Hemodialysis-associated pruritus,539,1
C1275488,1127,618.0,444827008.0,Erythema of skin,3.0,89.0,1593,419735006,Scaling eczema,1529,1
C1275488,1127,830.0,86735004.0,Erythematous condition,3.0,89.0,1593,419735006,Scaling eczema,1529,1
C1275968,829,350.0,279333002.0,Pruritus of skin,8.0,26.0,785,400051008,Senile asteatotic eczema,1188,1
C1275968,829,684.0,418363000.0,Itching of skin,8.0,26.0,785,400051008,Senile asteatotic eczema,1188,1
C1275968,829,685.0,424492005.0,Itch of skin,8.0,26.0,785,400051008,Senile asteatotic eczema,1188,1
C1275974,1707,35.0,300853008.0,Mass of lymphoreticular structure,63.0,5.0,1667,400146000,Splenic hamartoma,938,1
C1276129,2006,125.0,17417006.0,Thickening of skin,149.0,3.0,460,402481000,Porphyria-induced scleroderma,637,1
C1277259,1128,587.0,103626005.0,Diffuse inflammation,27.0,11.0,1711,135830006,Pangastritis,447,1
C1277276,271,353.0,22913005.0,Dorsalgia,115.0,3.0,1110,135860001,Exacerbation of backache,540,1
C1277670,2007,796.0,274672009.0,Changes in skin texture,247.0,2.0,1330,315258003,Crusting of pigmented skin lesion,1110,1
C1278535,2008,429.0,194828000.0,Angina,9.0,23.0,1514,314116003,Post infarct angina,70,3
C1278535,2008,647.0,225566008.0,Ischemic chest pain,9.0,23.0,1514,314116003,Post infarct angina,70,3
C1278535,1708,411.0,22253000.0,Pain (finding),2.0,136.0,1514,314116003,Post infarct angina,70,3
C1278535,830,174.0,195541002.0,[X]Other forms of angina pectoris,15.0,14.0,1514,314116003,Post infarct angina,70,3
